policy,user_id,event_id,rank,action,reward,university_match,category_match
Chronological baseline,user_67,event_2038,3,join,1.0,1.0,0.0
Chronological baseline,user_67,event_2019,4,join,1.0,1.0,1.0
Chronological baseline,user_68,event_2044,0,pass,-0.1,0.0,0.0
Chronological baseline,user_68,event_2067,1,join,1.0,0.0,0.0
Chronological baseline,user_68,event_2042,2,pass,-0.1,0.0,0.0
Chronological baseline,user_68,event_2064,3,pass,-0.1,0.0,0.0
Chronological baseline,user_68,event_2068,4,pass,-0.1,0.0,1.0
Chronological baseline,user_69,event_2081,0,pass,-0.1,0.0,0.0
Chronological baseline,user_69,event_2097,1,request,0.7,0.0,0.0
Chronological baseline,user_69,event_2076,2,join,1.0,0.0,0.0
Chronological baseline,user_69,event_2085,3,join,1.0,0.0,0.0
Chronological baseline,user_69,event_2073,4,pass,-0.1,1.0,0.0
Chronological baseline,user_70,event_2100,0,pass,-0.1,0.0,0.0
Chronological baseline,user_70,event_2117,1,pass,-0.1,0.0,0.0
Chronological baseline,user_70,event_2108,2,pass,-0.1,0.0,0.0
Chronological baseline,user_70,event_2105,3,join,1.0,0.0,1.0
Chronological baseline,user_70,event_2125,4,pass,-0.1,0.0,0.0
Chronological baseline,user_71,event_2143,0,pass,-0.1,0.0,0.0
Chronological baseline,user_71,event_2152,1,request,0.7,0.0,1.0
Chronological baseline,user_71,event_2156,2,pass,-0.1,0.0,0.0
Chronological baseline,user_71,event_2131,3,request,0.7,0.0,0.0
Chronological baseline,user_71,event_2139,4,join,1.0,1.0,0.0
Chronological baseline,user_72,event_2182,0,request,0.7,0.0,0.0
Chronological baseline,user_72,event_2169,1,pass,-0.1,0.0,0.0
Chronological baseline,user_72,event_2189,2,pass,-0.1,0.0,0.0
Chronological baseline,user_72,event_2185,3,join,1.0,1.0,0.0
Chronological baseline,user_72,event_2175,4,join,1.0,0.0,0.0
Chronological baseline,user_73,event_2209,0,join,1.0,0.0,0.0
Chronological baseline,user_73,event_2219,1,join,1.0,0.0,0.0
Chronological baseline,user_73,event_2218,2,join,1.0,0.0,0.0
Chronological baseline,user_73,event_2212,3,pass,-0.1,0.0,0.0
Chronological baseline,user_73,event_2200,4,pass,-0.1,0.0,0.0
Chronological baseline,user_74,event_2227,0,pass,-0.1,1.0,0.0
Chronological baseline,user_74,event_2232,1,join,1.0,0.0,0.0
Chronological baseline,user_74,event_2241,2,join,1.0,1.0,0.0
Chronological baseline,user_74,event_2242,3,join,1.0,0.0,0.0
Chronological baseline,user_74,event_2229,4,pass,-0.1,0.0,0.0
Chronological baseline,user_75,event_2255,0,request,0.7,0.0,1.0
Chronological baseline,user_75,event_2250,1,pass,-0.1,1.0,0.0
Chronological baseline,user_75,event_2268,2,join,1.0,0.0,0.0
Chronological baseline,user_75,event_2256,3,pass,-0.1,0.0,0.0
Chronological baseline,user_75,event_2278,4,pass,-0.1,0.0,0.0
Chronological baseline,user_76,event_2295,0,join,1.0,1.0,0.0
Chronological baseline,user_76,event_2289,1,pass,-0.1,1.0,1.0
Chronological baseline,user_76,event_2305,2,join,1.0,0.0,0.0
Chronological baseline,user_76,event_2291,3,request,0.7,0.0,1.0
Chronological baseline,user_76,event_2300,4,join,1.0,0.0,0.0
Chronological baseline,user_77,event_2337,0,join,1.0,0.0,0.0
Chronological baseline,user_77,event_2322,1,join,1.0,0.0,0.0
Chronological baseline,user_77,event_2316,2,pass,-0.1,0.0,0.0
Chronological baseline,user_77,event_2310,3,pass,-0.1,0.0,0.0
Chronological baseline,user_77,event_2331,4,join,1.0,1.0,0.0
Chronological baseline,user_78,event_2367,0,join,1.0,0.0,1.0
Chronological baseline,user_78,event_2352,1,pass,-0.1,0.0,0.0
Chronological baseline,user_78,event_2358,2,join,1.0,0.0,0.0
Chronological baseline,user_78,event_2350,3,pass,-0.1,1.0,0.0
Chronological baseline,user_78,event_2346,4,request,0.7,1.0,0.0
Chronological baseline,user_79,event_2386,0,pass,-0.1,0.0,1.0
Chronological baseline,user_79,event_2380,1,join,1.0,0.0,0.0
Chronological baseline,user_79,event_2377,2,pass,-0.1,0.0,0.0
Chronological baseline,user_79,event_2381,3,pass,-0.1,0.0,1.0
Chronological baseline,user_79,event_2394,4,pass,-0.1,1.0,0.0
Chronological baseline,user_80,event_2428,0,join,1.0,0.0,0.0
Chronological baseline,user_80,event_2403,1,join,1.0,0.0,0.0
Chronological baseline,user_80,event_2415,2,pass,-0.1,1.0,0.0
Chronological baseline,user_80,event_2412,3,request,0.7,0.0,0.0
Chronological baseline,user_80,event_2402,4,join,1.0,1.0,1.0
Chronological baseline,user_81,event_2455,0,request,0.7,0.0,0.0
Chronological baseline,user_81,event_2432,1,pass,-0.1,0.0,0.0
Chronological baseline,user_81,event_2452,2,pass,-0.1,0.0,0.0
Chronological baseline,user_81,event_2446,3,pass,-0.1,0.0,0.0
Chronological baseline,user_81,event_2451,4,pass,-0.1,0.0,0.0
Chronological baseline,user_82,event_2463,0,pass,-0.1,0.0,0.0
Chronological baseline,user_82,event_2462,1,join,1.0,0.0,0.0
Chronological baseline,user_82,event_2468,2,request,0.7,0.0,0.0
Chronological baseline,user_82,event_2475,3,join,1.0,1.0,0.0
Chronological baseline,user_82,event_2469,4,join,1.0,0.0,1.0
Chronological baseline,user_83,event_2505,0,pass,-0.1,1.0,0.0
